KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
1000000000608,Email is not setup in this device,Email is not setup in this device,In diesem Gerät ist keine E-Mail eingerichtet.,El correo electrónico no está configurado en este dispositivo,El correo electrónico no está configurado en este dispositivo.,Le courriel n’est pas configuré dans cet appareil,L'e-mail n'est pas configuré sur cet appareil,Šiame įrenginyje el. paštas nenustatytas,E-mail is niet ingesteld op dit apparaat,Adres e-mail nie jest skonfigurowany w tym urządzeniu,O e-mail não está configurado neste dispositivo
1000000000609,Error while sending Email,Error while sending Email,Fehler beim Versenden der E-Mail,El correo electrónico no está configurado para este teléfono,Se produjo un error en el envío del correo electrónico,Erreur lors de l’envoi du courriel,Erreur lors de l'envoi de l'e-mail,Klaida siunčiant el. laišką,Fout bij verzenden e-mail,Błąd podczas wysyłania e-maila,Erro ao enviar e-mail
1000000000610,Select a valid associate.,Select a valid associate.,Wählen Sie einen gültigen Angestellten aus.,Seleccione un asociado válido.,Seleccionar un asociado válido,Sélectionner un employé valide.,Sélectionner un collaborateur valide.,Pasirinkite tinkamą bendradarbį.,Selecteer een geldige medewerker.,Wybierz odpowiedniego pracownika.,Selecionar um associado válido.
1000000000611,Select Date,Select Date,Datum auswählen,Seleccionar fecha,Seleccionar fecha,Sélectionner la date,Sélectionner une date,Pasirinkti datą,Selecteer datum,Wybierz datę,Selecionar data
1000000000612,Weekplan Schedule Summary,Weekplan Schedule Summary,Wochenplan  Zusammenfassung der Einsatzpläne,Resumen del horario de la planificación semanal,Resumen del horario del plan de la semana,Sommaire de l’horaire de la semaine,Récapitulatif du planning du plan hebdomadaire,Savaitės plano tvarkaraščio suvestinė,Weekplan Schema Samenvatting,Podsumowanie grafiku planu tygodniowego,Resumo das escalas da semana
1000000000613,Weekplan Schedule Detail,Weekplan Schedule Detail,Wochenplan - Details zu Einsatzplänen,Detalle del horario de la planificación semanal,Detalle del horario del plan de la semana,Détails de l’horaire de la semaine,Détail du planning du plan hebdomadaire,Savaitės plano tvarkaraščio duomenys,Weekplan Schema Detail,Szczegóły grafiku planu tygodniowego,Detalhes da programação semanal
1000000000614,Weekly Associate Summary,Weekly Associate Summary,Wöchentliche Zusammenfassung für den Angestellten,Resumen semanal del asociado,Resumen semanal del asociado,Sommaire hebdomadaire de l’employé,Récapitulatif de collaborateur hebdomadaire,Savaitinė bendradarbio suvestinė,Wekelijkse samenvatting medewerker,Cotygodniowe podsumowanie pracowników,Resumo semanal do associado
1000000000615,Weekly Associate Detail,Weekly Associate Detail,Wöchentliche Angestelltendetails,Detalles semanales del asociado,Detalles semanales del asociado,Détails hebdomadaires de l’employé,Détails de collaborateur hebdomadaire,Savaitės bendradarbių duomenys,Wekelijkse details medewerker,Szczegóły pracownika tygodniowego,Detalhes semanais do associado
1000000000616,Period Associate Summary,Period Associate Summary,Angestelltenzusammenfassung für den Zeitraum,Resumen del asociado por periodo,Resumen de asociados del período,Sommaire de l’employé de la période,Récapitulatif de collaborateur de période,Laikotarpio bendradarbio suvestinė,Periode samenvatting medewerker,Podsumowanie okresowe pracowników,Resumo do associado do período
1000000000617,Period Associate Detail,Period Associate Detail,Angestelltendetails für den Zeitraum,Detalles del asociado por periodo,Detalle del asociado del período,Détails de l’employé de la période,Détail de collaborateur de période,Laikotarpio bendradarbio informacija,Periode details medewerker,Szczegóły pracownika okresowego,Detalhe do associado do período
1000000000618,Daily Store Summary,Daily Store Summary,Tägliche Standort-Zusammenfassung,Resumen diario de la tienda,Resumen diario de la tienda,Sommaire quotidien du magasin,Résumé quotidien du magasin,Dienos parduotuvės suvestinė,Dagelijks locatieoverzicht,Dzienne podsumowanie stacji,Resumo diário da loja
1000000000619,Daily Store Detail,Daily Store Detail,Täglicher Standort – Detail,Detalle diario de la tienda,Detalles diarios de la tienda,Détails quotidiens du magasin,Détails quotidiens du magasin,Dienos parduotuvės informacija,Dagelijkse locatiedetail,Dzienne szczegóły stacji,Detalhes diários da loja
1000000000620,Daily Store Summary Grid,Daily Store Summary Grid,Raster der täglichen Standort-Zusammenfassung,Cuadrícula de resumen diario de la tienda,Cuadrícula de resumen diario de la tienda,Grille du sommaire quotidien du magasin,Grille récapitulative quotidienne des magasins,Dienos parduotuvės suvestinės tinklelis,Raster voor dagelijkse locatieoverzichten,Siatka dziennego podsumowania stacji,Grade de resumo diário da loja
1000000000621,Daily Store Detail Grid,Daily Store Detail Grid,Raster täglicher Standort-Details,Cuadrícula de detalles diarios de la tienda,Cuadrícula de detalles diarios de la tienda,Grille des détails quotidiens du magasin,Grille des détails quotidiens du magasin,Dienos parduotuvės duomenų tinklelis,Raster voor dagelijkse locatiedetails,Siatka dziennych szczegółów stacji,Grade diária de detalhes da loja
1000000000622,Print Associate Schedule,Print Associate Schedule,Mitarbeiterneinsatzplan drucken,Imprimir horario del asociado,Imprimir el programa del asociado,Imprimer l’horaire de l’employé,Imprimer le planning des collaborateurs,Spausdinti bendradarbio tvarkaraštį,Print Medewerker Schedule,Drukuj grafik pracownika,Imprimir programação do associado
1000000000623,Detailed,Detailed,Detailliert,Detallado,Detallado,Détaillé,Détaillé,Išsami informacija,Gedetailleerd,Szczegóły,Detalhado
1000000000624,Summary,Summary,Zusammenfassung,Resumen,Resumen,Sommaire,Récapitulatif,Suvestinė,Samenvatting,Podsumowanie,Resumo
1000000000625,Published,Published,Veröffentlicht,Publicado,Publicada,Publié,Publié,Paskelbta,Gepubliceerd,Opublikowane,Publicado
1000000000626,Schedule Web,Schedule Web,Web-Einsatzplan,Web del horario,Programar la Web,Horaire Web,Planning Web,Planuoti žiniatinklyje,Web plannen,Siatka grafiku,Agendar Web
1000000000627,Issues,Issues,Probleme,Problemas,Problemas,Problèmes,Problèmes,Problemos,Problemen,Problemy,Problemas
1000000000628,Add Day Off,Add Day Off,Ruhetag hinzufügen,Añadir día libre,Agregar día libre,Ajouter un jour de congé,Ajouter un jour de congé,Pridėti laisvą dieną,Voeg vrije dag toe,Dodaj dzień wolny,Adicionar dia de folga
1000000000629,Add Time Off,Add Time Off,Stundenweise Abwesenheit hinzufügen,Añadir tiempo libre,Agregar tiempo libre,Ajouter heures de congé,Ajouter le temps libre,Pridėti laisvą laiką,Voeg afwezigheid toe,Dodaj czas wolny,Adicionar folga
1000000000630,Approved By,Approved By,Genehmigt durch,Aprobado por,Aprobado por,Approuvé par,Approuvé par,Patvirtino,Goedgekeurd door,Zatwierdzone przez,Aprovado por
1000000000631,Declined By,Declined By,Abgelehnt von,Rechazado por,Rechazado por,Refusé par,Refusé par,Atmetė,Afgewezen door,Odrzucone przez,Recusado por
1000000000632,Unpublished,Unpublished,Nicht veröffentlicht,No publicado,No publicado,Publication annulée,Non publié,Neskelbtas,Niet gepubliceerd,Cofnięto publikację,Não publicado
1000000000633,0.00,,,,,,,,,,
1000000000634,Week Total,Week Total,Wöchentliche Summe,Total semanal,Total semanal,Total de la semaine,Nombre total de semaines,Iš vis per savaitę,Weektotaal,Tydzień ogółem,Total da semana
1000000000635,Total Cost -,Total Cost -,Gesamtkosten –,Coste total -,Costo total:,Coût total –,Coût total -,Bendros išlaidos –,Totale kosten -,Koszt całkowity —,Custo total –
1000000000636,Total Hours -,Total Hours -,Gesamtstunden –,Total de horas -,Total de horas:,Total des heures –,Heures totales -,Iš viso valandų –,Totaalaantal uren -,Suma godzin —,Total de horas –
1000000000637,h,h,h,h,h,h,h,h,u,godz.,h
1000000000638,Workpattern,Workpattern,Arbeitsmuster,Patrón de trabajo,Patrón de trabajo,Modèle de travail,Modèle de travail,Darbo modelis,Werkpatroon,Wzorzec pracy,Padrão de trabalho
1000000000639,There are no conflicts  with this request,There are no conflicts  with this request,Es gibt keine Konflikte mit dieser Anfrage,No hay conflictos con esta solicitud,No hay conflictos con esta solicitud.,Cette demande ne présente pas de conflit,Aucun conflit avec cette demande,Nėra su šiuo prašymu susijusių nesuderinamumų,Er zijn geen conflicten met deze aanvraag,Brak konfliktów z tym wnioskiem,Não há conflitos com esta solicitação
1000000000640,Add Request,Add Request,Anfrage hinzufügen,Añadir solicitud,Agregar solicitud,Ajouter une demande,Ajouter une demande,Pridėti prašymą,Voeg aanvraag toe,Dodaj wniosek,Adicionar solicitação
1000000000641,Balance as of date,Balance as of date,Saldo am,Saldo a fecha de,Saldo hasta la fecha,Solde en date du,Solde à la date,Likutis nuo,Saldo vanaf datum,Saldo na dzień,Saldo a partir da data
1000000000642,Select Reason,Select Reason,Wählen Sie den Grund aus.,Seleccionar motivo,Seleccionar motivo,Sélectionner le motif,Sélectionner le motif,Pasirinkite priežastį,Selecteer reden,Wybierz powód,Selecionar motivo
1000000000643,Select Stores,Select Stores,Standorte auswählen,Seleccionar tiendas,Seleccionar tiendas,Sélectionner les magasins,Sélectionner des magasins,Pasirinkti parduotuves,Selecteer Stores,Wybierz stacje,Selecionar lojas
1000000000644,Delete Special Pay ?,Delete Special Pay ?,Sondervergütung löschen?,¿Confirma que desea eliminar pago especial?,¿Desea eliminar pago especial?,Supprimer paie spéciale?,Supprimer la rémunération spéciale ?,Ištrinti specialų mokėjimą?,Speciaal loon verwijderen?,Usunąć dzień specjalny?,Excluir pagamento especial?
1000000000645,Timecard Signed,Timecard Signed,Signierte Stempelkarte,Hoja de horas firmada,Tarjeta de registro firmada,Fiche de présence signée,Feuille de présence signée,Pasirašyta darbo laiko apskaitos kortelė,Tijdkaart ondertekend,Podpisano kartę czasu pracy,Cartão de ponto assinado
1000000000646,Timecard Unsigned,Timecard Unsigned,Unsignierte Stempelkarte,Hoja de horas sin firmar,Tarjeta de registro no firmada,Fiche de présence non signée,Feuille de présence non approuvée,Darbo laiko apskaitos kortelė nepasirašyta,Tijdkaart niet ondertekend,Usunięcie podpisu na karcie czasu pracy,Cartão de ponto não assinado
1000000000647,Timecard Edit After Signed,Timecard Edit After Signed,Stempelkarte nach Signatur bearbeitet,Hoja de horas editada después de la firma,Editar la tarjeta de registro después de que se haya firmado,Modification de la fiche de présence après signature,Modification de feuille de présence après signature,Darbo laiko apskaitos kortelės redagavimas po pasirašymo,Tijdkaart bewerken na ondertekening,Edycja karty czasu pracy po podpisaniu,Editar cartão de ponto após assinatura
1000000000648,All Edits Approve,All Edits Approve,Alle Änderungen genehmigen,Aprobar todas las ediciones,Todas las ediciones aprobadas,Approuver toutes les modifications,Toutes les modifications approuvées,Visi pakeitimai patvirtinti,Keur alle bewerkingen goed,Zatwierdzanie wszystkich edycji,Aprovar todas as edições
1000000000649,Unapprove Edits,Unapprove Edits,Genehmigung von Änderungen aufheben,Cancelar la aprobación de ediciones,Desaprobar ediciones,Désapprouver les modifications,Annuler l'approbation des modifications,Nepatvirtinti redagavimų,Maak goedkeuring bewerkingen ongedaan,Cofnij zatwierdzenie edycji,Reprovar edições
1000000000650,Disapprove Edits,Disapprove Edits,Änderungen ablehnen,Rechazar ediciones,Desaprobar ediciones,Désapprouver les modifications,Refuser les modifications,Nepatvirtinti redagavimų,Keur bewerkingen af,Nie zatwierdzaj edycji,Desaprovar edições
1000000000651,Number of Units,Number of Units,Anzahl der Einheiten,Número de unidades,Número de unidades,Nombre d’unités,Nombre d'unités,Padalinių skaičius,Aantal eenheden,Liczba jednostek,Número de unidades
1000000000652,No associate selected,No associate selected,Kein Angestellter ausgewählt,No se ha seleccionado ningún asociado,No se seleccionó ningún asociado.,Aucun employé sélectionné,Aucun collaborateur sélectionné,Nepasirinktas joks bendradarbis,Geen medewerker geselecteerd,Nie wybrano pracownika,Nenhum associado selecionado
1000000000653,Select an associate,Select an associate,Wählen Sie einen Kollegen aus,Seleccionar un asociado,Seleccionar un asociado,Sélectionner un employé,Sélectionner un collaborateur,Pasirinkite bendradarbį,Selecteer een medewerker,Wybierz pracownika,Selecione um associado
1000000000654,No dates selected,No dates selected,Keine Daten ausgewählt,No hay fechas seleccionadas,No se seleccionó ninguna fecha.,Aucune date sélectionnée,Aucune date sélectionnée,Nepasirinktos jokios datos,Geen datums geselecteerd,Nie wybrano dat,Nenhuma data selecionada
1000000000655,Select dates,Select dates,Daten auswählen,Seleccione fechas,Seleccionar fechas,Sélectionner les dates,Sélectionner des dates,Pasirinkite datas,Selecteer datums,Wybierz daty,Selecionar datas
1000000000656,All Day,All Day,Gesamter Tag,Todo el día,Todo el día,Toute la journée,Toute la journée,Visą dieną,Hele dag,Cały dzień,O dia todo
1000000000657,Overlapping Punch. Enter the different punch time,Overlapping Punch. Enter the different punch time,Überschneidender Stempel. Andere Stempelzeit eingeben,Registro de horas superpuesto. Introduzca una hora de registro de horas diferente.,Superposición de entrada. Ingresar la hora de entrada diferente,Heure de pointage chevauchante. Veuillez entrer une heure de pointage différente.,Pointage superposé. Saisir les différentes heures de pointage,Persidengiantis laiko įrašas. Įveskite kitą laiko įrašo laiką,Overlappende pons. Voer de andere ponstijd in,Nakładające się odbicia karty czasu pracy. Wprowadź inny czas odbicia,Marcação sobreposta. Insira um horário de ponto diferente
