KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
home.schedule.label.worked,{0}hrs worked,{0}hrs worked,{0} Std. geplant,{0} horas trabajadas,{0} horas trabajadas,{0} h travaillées,{0} heures travaillées,{0}išdirbtos valandos,{0} uur gewerkt,Przepracowane godziny: {0},{0} horas trabalhadas
home.semantics.shift_summary,Shift on {0} from {1} to {2} in {3} {4}. Breaks: {5},Shift on {0} from {1} to {2} in {3} {4}. Breaks: {5},Schicht am {0} von {1} bis {2} in {3} {4}. Pausen: {5},Turno el {0} de {1} a {2} en {3} {4}. Pausas: {5},Turno del {0} de {1} a {2} en {3} {4}. Descansos: {5},Quart de travail du {0} de {1} à {2} dans {3} {4}. Pauses : {5},Session de travail le {0} de {1} à {2} dans {3} {4}. Pauses : {5},Pamaina {0} nuo {1} iki {2} už {3} {4}. Pertraukos: {5},Dienst op {0} van {1} tot {2} in {3} {4}. Pauzes: {5},Zmiana w dniu {0} od {1} do {2} w {3} {4}. Przerwy: {5},Turno em {0} a partir de {1} até {2} em {3} {4}. Intervalos: {5}
home.semantics.week_schedule_on_tap,Go to schedule,Go to schedule,Weiter zum Einsatzplan,Ir a horario,Ir al horario,Aller à l’horaire,Aller au planning,Eiti į tvarkaraštį,Naar planning gaan,Przejdź do grafiku,Ir para agendamento
home.title.shortcut,Shortcuts,Shortcuts,Verknüpfungen,Accesos directos,Accesos directos,Raccourcis,Raccourcis,Trumpiniai,Snelkoppelingen,Skróty,Atalhos
home.title.time_off_balance,Time Off Balance,Time Off Balance,Saldo stundenweise Abwesenheit,Saldo de tiempo libre,Saldo del tiempo libre,Solde de congés,Solde de temps libre,Laisvo laiko likutis,Saldo afwezigheid,Saldo czasu wolnego,Saldo de folgas
home.update.description,"There has been an update to this app. In order to work best for you, please update it to latest version.","There has been an update to this app. In order to work best for you, please update it to latest version.",Es gibt ein Update für diese App. Aktualisieren Sie die App für das bestmögliche Nutzererlebnis.,"Se ha producido una actualización de esta aplicación. Para que funcione mejor, actualícela a la versión más reciente.","Se actualizó esta aplicación. Para que funcione mejor para usted, actualícela a la versión más reciente.","Cette application a été mise à jour. Afin d’optimiser les fonctions, veuillez la mettre à jour à la dernière version.","Cette application a été mise à jour. Pour qu'elle fonctionne au mieux, installez la dernière version.","Šią programą galima atnaujinti. Kad veiktų geriausiai, atnaujinkite į naujausią versiją.",Er is een update beschikbaar voor deze app. Werk deze bij naar de nieuwste versie zodat deze optimaal functioneert.,"Dostępna jest aktualizacja tej aplikacji. Aby zapewnić jak najlepsze działanie aplikacji, należy zaktualizować ją do najnowszej wersji.","Houve uma atualização deste aplicativo. Para que ele funcione melhor para você, atualize-o para a versão mais recente."
home.update.title,Workcloud ESS needs to be updated,Workcloud ESS needs to be updated,Workcloud ESS muss aktualisiert werden,Es necesario actualizar Workcloud ESS,Se debe actualizar el ESS de WorkCloud,Le système ESS WorkCloud doit être mis à jour,Workcloud ESS doit être mis à jour,Darbinio debesies ESS reikia atnaujinti,Workcloud ESS moet worden bijgewerkt,Workcloud ESS wymaga aktualizacji,O Workcloud ESS precisa ser atualizado
profile.camera.permission.message,Camera permission is denied. Go to settings to enable this permission,Camera permission is denied. Go to settings to enable this permission,"Kameraberechtigung wurde abgelehnt. Gehen Sie zu den Einstellungen, um diese Berechtigung zu aktivieren",Se ha denegado el permiso de cámara. Vaya a la configuración para habilitar este permiso,Se denegó el permiso de la cámara. Vaya a la configuración para habilitar este permiso,L’autorisation de la caméra est refusée. Aller à Paramètres pour activer cette autorisation.,L'autorisation de l'appareil photo est refusée. Allez dans les paramètres pour activer cette autorisation.,"Fotoaparato leidimas atmestas. Eikite į nuostatas, kad įjungtumėte šį leidimą",Toestemming voor camera is geweigerd. Ga naar instellingen om deze toestemming in te schakelen,"Uprawnienie dostępu do aparatu zostało odrzucone. Przejdź do ustawień, aby włączyć to uprawnienie.",A permissão da câmera foi negada. Vá para as configurações para ativar esta permissão
profile.cancel.confirmation.desc,Do you want to cancel? You will lose your changes.,Do you want to cancel? You will lose your changes.,Möchten Sie den Vorgang abbrechen? Ihre Änderungen gehen dabei verloren.,¿Desea cancelar? Perderá los cambios.,¿Desea cancelar? Perderá los cambios.,Voulez-vous annuler? Les modifications seront perdues.,Souhaitez-vous annuler ? Vous perdrez vos modifications.,Norite atšaukti? Prarasite savo pakeitimus.,Wilt u annuleren? Uw wijzigingen gaan verloren.,Czy chcesz anulować? Utracisz wprowadzone zmiany.,Deseja cancelar? As alterações serão perdidas.
profile.cancel.confirmation.title,Confirm Cancel,Confirm Cancel,Abbrechen bestätigen,Confirmar cancelación,Confirmar cancelación,Confirmer l’annulation,Confirmer l'annulation,Patvirtinti atšaukimą,Annuleren bevestigen,Potwierdź anulowanie,Confirmar cancelamento
profile.delete_photo.confirmation.desc,Deleting photo would switch the image to your initials.,Deleting photo would switch the image to your initials.,"Wenn Sie das Foto löschen, werden stattdessen Ihre Initialen angezeigt.","Al eliminar la foto, la imagen se cambiará a sus iniciales.","Si elimina la foto, la imagen cambiará por sus iniciales.",La suppression de la photo fait passer l’image à vos initiales.,"En supprimant la photo, l'image sera remplacée par vos initiales.",Ištrynus nuotrauką bus dar kartą rodomas jūsų inicialų vaizdas.,"Als u de foto verwijdert, worden uw initialen weergegeven.",Usunięcie zdjęcia spowoduje przełączenie obrazu na inicjały.,Excluir a foto mudaria a imagem para suas iniciais.
profile.delete_photo.confirmation.title,Confirm Delete,Confirm Delete,Löschen bestätigen,Confirmar eliminación,Confirmar eliminación,Confirmer la suppression,Confirmer la suppression,Patvirtinti ištrynimą,Verwijderen bevestigen,Potwierdź usunięcie,Confirmar exclusão
profile.edit_photo.sheet.title,Edit Profile Picture,Edit Profile Picture,Profilbild bearbeiten,Editar imagen de perfil,Editar imagen de perfil,Modifier la photo de profil,Modifier la photo de profil,Redaguoti profilio nuotrauką,Profielfoto bewerken,Edytuj zdjęcie profilowe,Editar foto de perfil
profile.label.address,Address,Address,Adresse,Dirección,Dirección,Adresse,Adresse,Adresas,Adres,Adres,Endereço
profile.label.associate,Associate,Associate,Angestellter,Asociado,Asociado,Associer,Collaborateur,Bendradarbis,Medewerker,Pracownik,Associado
profile.label.camera,Camera,Camera,Kamera,Cámara,Cámara,Caméra,Caméra,Fotoaparatas,Camera,Aparat,Câmera
profile.label.cancel_button_text,Don't cancel,Don't cancel,Nicht abbrechen,No cancelar,No cancelar,Ne pas annuler,Ne pas annuler,Neatšaukti,Niet annuleren,Nie anuluj,Não cancelar
profile.label.certifications,Certifications,Certifications,Zertifizierungen,Certificaciones,Certificaciones,Certifications,Certifications,Sertifikatai,Certificeringen,Certyfikaty,Certificações
profile.label.change_photo,Change Photo,Change Photo,Foto ändern,Cambiar foto,Cambiar foto,Changer la photo,Modifier la photo,Keisti nuotrauką,Foto wijzigen,Zmień zdjęcie,Mudar foto
profile.label.contact_information,Contact Information,Contact Information,Kontaktinformationen,Información del contacto,Información de contacto,Coordonnées,Coordonnées,Kontaktinė informacija,Contactgegevens,Dane kontaktowe,Informações de contato
profile.label.country,Country,Country,Land,País,País,Pays,Pays,Šalis,Land,Kraj,País
profile.label.date_of_birth,Date of Birth,Date of Birth,Geburtstag,Fecha de nacimiento,Fecha de nacimiento,Date de naissance,Date de naissance,Gimimo data,Geboortedatum,Data urodzenia,Data de nascimento
profile.label.date_of_hire,Date of Hire,Date of Hire,Einstellungsdatum,Fecha de contratación,Fecha de contratación,Date d’embauche,Date d'embauche,Įdarbinimo data,Datum indiensttreding,Data zatrudnienia,Data de contratação
profile.label.delete,Delete,Delete,Löschen,Eliminar,Eliminar,Supprimer,Supprimer,Ištrinti,Verwijderen,Usuń,Excluir
profile.label.department,Department,Department,Abteilung,Departamento,Departamento,Service,Service,Skyrius,Afdeling,Dział,Departamento
profile.label.edit_profile,Edit Profile,Edit Profile,Profil bearbeiten,Editar perfil,Editar perfil,Modifier le profil,Modifier le profil,Redaguoti profilį,Bewerk profiel,Edytuj profil,Editar perfil
profile.label.editable_fields.message,Only editable fields are displayed,Only editable fields are displayed,Es werden nur editierbare Felder angezeigt,Solo se muestran los campos editables,Solo se muestran los campos editables,Seuls les champs modifiables sont affichés,Seuls les champs modifiables sont affichés,Rodomi tik redaguotini laukai,Alleen bewerkbare velden worden weergegeven,Wyświetlane są tylko pola z możliwością edycji,Somente campos editáveis são exibidos
profile.label.email,Email,Email,E-Mail,Correo electrónico,Correo electrónico,Courriel,E-mail,El. paštas,E-mail,Adres e-mail,E-mail
profile.label.email_validation,Enter a valid email ID,Enter a valid email ID,Gültige E-Mail-ID eingeben,Introduzca un ID de correo electrónico válido,Ingresar un ID de correo electrónico válido,Entrer une adresse de courriel valide,Saisir un ID d'e-mail valide,Įveskite tinkamą el. pašto ID,Voer een geldige e-mail-ID in,Wprowadź prawidłowy identyfikator e-mail,Inserir um endereço de e-mail válido
profile.label.emergency_contact_1,Emergency Contact 1,Emergency Contact 1,Notfallkontakt 1,Contacto de emergencia 1,Contacto de emergencia 1,Personne à contacter en cas d’urgence 1,Contact d'urgence 1,1 kontaktinis asmuo prireikus pagalbos,Contactpersoon voor noodgevallen 1,Kontakt alarmowy 1,Contato de emergência 1
profile.label.emergency_contact_2,Emergency Contact 2,Emergency Contact 2,Notfallkontakt 2,Contacto de emergencia 2,Contacto de emergencia 2,Personne à contacter en cas d’urgence 2,Contact d'urgence 2,2 kontaktinis asmuo prireikus pagalbos,Contactpersoon voor noodgevallen 2,Kontakt alarmowy 2,Contato de emergência 2
profile.label.gallery,Gallery,Gallery,Galerie,Galería,Galería,Galerie,Galerie,Galerija,Galerij,Galeria,Galeria
profile.label.home_location,Home Location,Home Location,Wohnort,Ubicación de la casa,Ubicación local,Domicile,Lieu de résidence,Pagrindinė vieta,Thuislocatie,Lokalizacja domu,Localização inicial
profile.label.manager,Manager,Manager,Manager,Responsable,Gerente,Gestionnaire,Gestionnaire,Vadovas,Manager,Kierownik,Gerente
profile.label.max_daily_hours,Maximum hours per day,Maximum hours per day,Höchstanzahl an Stunden pro Tag,Máximo de horas por día,Máximo de horas por día,Nombre maximal d’heures par jour,Heures maximales par jour,Maksimalus valandų skaičius per dieną,Maximaal aantal uur per dag,Maksymalna liczba godzin dziennie,Máximo de horas por dia
profile.label.max_working_days,Maximum days per week,Maximum days per week,Maximale Tage pro Woche,Días máximos por semana,Máximo de días por semana,Nombre maximum de jours par semaine,Nombre maximum de jours par semaine,Maksimalus dienų skaičius per savaitę,Max. dagen per week,Maksymalna liczba dni w tygodniu,Máximo de dias por semana
profile.label.min_daily_hours,Minimum hours per day,Minimum hours per day,Mindestanzahl an Stunden pro Tag,Mínimo de horas por día,Mínimo de horas por día,Nombre minimum d’heures par jour,Heures minimales par jour,Minimalus valandų skaičius per dieną,Min. aantal uren per dag,Minimalna liczba godzin dziennie,Mínimo de horas por dia
profile.label.min_working_days,Minimum days per week,Minimum days per week,Mindestanzahl an Tagen pro Woche,Días mínimos por semana,Días mínimos por semana,Nombre minimum de jours par semaine,Nombre minimum de jours par semaine,Mažiausiai dienų per savaitę,Min. aantal dagen per week,Minimalna liczba dni w tygodniu,Mínimo de dias por semana
profile.label.mobile,Mobile,Mobile,Mobil,Teléfono móvil,Celular,Portable,Portable,Mobilusis,Mobiel,Telefon komórkowy,Celular
profile.label.mobile_provider,Mobile Provider,Mobile Provider,Mobilfunkanbieter,Proveedor móvil,Proveedor de telefonía móvil,Fournisseur mobile,Opérateur mobile,Mobiliųjų duomenų teikėjas,Mobiele provider,Dostawca usług mobilnych,Provedor de celular
profile.label.name,Name,Name,Name (Name),Nombre,Nombre,Nom,Nom,Vardas ir pavardė,Naam,Nazwa,Nome
profile.label.notifications,Notifications,Notifications,Benachrichtigungen,Notificaciones,Notificaciones,Notification d’adhésion,Notifications,Pranešimai,Meldingen,Powiadomienia,Notificações
profile.label.notifications_email,Email,Email,E-Mail,Correo electrónico,Correo electrónico,Courriel,E-mail,El. paštas,E-mail,Adres e-mail,E-mail
profile.label.notifications_mywork,Workcloud MyWork,Workcloud MyWork,Workcloud MyWork,Workcloud MyWork,Nube de trabajo MyWork,WorkCloud MyWork,Workcloud MyWork,Darbinis debesis „MyWork“,Workcloud MyWork,Workcloud MyWork,Workcloud MyWork
profile.label.notifications_push,Push,Push,Drücken,Pulsar,Presionar,Pousser,Notification push,Spausti,Push,Przesuń,Empurrar
profile.label.notifications_sms,SMS,SMS,SMS,Notificación SMS,SMS,Message texte,SMS,SMS,Sms,SMS,SMS
profile.label.office_phone,Office Phone,Office Phone,Telefon geschäftlich,Teléfono de la oficina,Teléfono de oficina,Numéro de téléphone au bureau,N° de téléphone professionnel,Biuro telefonas,Telefoon kantoor,Telefon służbowy,Telefone comercial
profile.label.qr_code,QR Code,QR Code,QR-Code,Código QR,Código QR,Code QR,Code QR,QR kodas,QR-code,Kod QR,Código QR
profile.label.relationship,Relationship,Relationship,Beziehung,Relación,Relación,Relation,Relation,Ryšys,Relatie,Relacja,Relacionamento
profile.label.role,Role,Role,Rolle,Función,Rol,Rôle,Rôle,Vaidmuo,Rol,Rola,Função
profile.label.state,State,State,Status,Estado,Estado,État,État,Valstija,Staat,Stan,Estado
profile.label.street_address_1,Street Address 1,Street Address 1,Adresse 1,Dirección 1,Dirección 1,Adresse 1,Adresse 1,1 gatvės adresas,Adresregel 1,Ulica i numer domu 1,Endereço 1
profile.label.street_address_2,Street Address 2,Street Address 2,Adresse 2,Dirección 2,Dirección 2,Adresse 2,Adresse 2,2 gatvės adresas,Adresregel 2,Ulica i numer domu 2,Endereço 2
profile.label.town,Town,Town,Stadt,Ciudad,Pueblo,Ville,Ville,Miestas,Plaats,Miasto,Cidade
profile.label.work_details,Work Details,Work Details,Arbeitsdetails,Detalles del trabajo,Detalles del trabajo,Renseignements de travail,Détails sur le travail,Darbo informacija,Werkgegevens,Szczegóły pracy,Detalhes do trabalho
profile.label.work_rules,Work Rules,Work Rules,Arbeitsregeln,Reglas de trabajo,Reglas de trabajo,Règles de travail,Règles de travail,Darbo taisyklės,Werkregels,Reguły pracy,Regras de trabalho
profile.label.zip_code,Zip,Zip,Postleitzahl,Código postal,Código postal,Compresser,Code postal,Pašto kodas,Postcode,Kod pocztowy,CEP
profile.qr_code.confirmation.desc,Generate QR code to use in Timeclock to punch in and out.,Generate QR code to use in Timeclock to punch in and out.,QR-Code generieren zum Ein- und Ausstempeln in Timeclock.,Genere un código QR para utilizarlo en TimeClock para registrar la entrada y salida.,Genere un código QR para utilizarlo en el registro de tiempo para marcar el ingreso y la salida.,Générer un code QR pour pointer l’arrivée et le départ à l’horodateur.,Générez un code QR à utiliser dans TimeClock pour pointer.,"Generuoti QR kodą, skirtą naudoti registruojant atvykimą ir išvykimą.",QR-code genereren om te gebruiken in tijdklok om in en uit te ponsen.,Wygeneruj kod QR do użycia w rejestratorze czasu pracy do rejestracji czasu rozpoczęcia i zakończenia pracy.,Gerar código QR para usar no Relógio de ponto para marcar a entrada e a saída.
